text,label
एषः सुंदरः दिवसः अस्ति,Sanskrit
तू कसा आहेस?,Marathi
कृपया साहाय्यं कुरुत,Sanskrit
क्या समय हुआ है? भारत एक महान देश है,Hindi
मी बाजारात जात आहे वेळ किती वाजली आहे?,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
हा एक सुंदर दिवस आहे तू कसा आहेस?,Marathi
मम क्षुधा वर्तते,Sanskrit
हा एक सुंदर दिवस आहे,Marathi
कृपया मलाई मद्दत गर म बजार जाँदैछु,Nepali
भारत एक महान देश है,Hindi
यह पुस्तक बहुत रोचक है,Hindi
त्वं कथं असि?,Sanskrit
भारत एक महान देश आहे,Marathi
कृपया माझी मदत करा,Marathi
वातावरणं रमणीयं अस्ति,Sanskrit
कृपया साहाय्यं कुरुत,Sanskrit
कृपया साहाय्यं कुरुत,Sanskrit
तिमीलाई कस्तो छ?,Nepali
मला भूक लागली आहे,Marathi
मला भूक लागली आहे,Marathi
मी बाजारात जात आहे,Marathi
कृपया मेरी मदद करें क्या समय हुआ है?,Hindi
भारत एक महान देश आहे,Marathi
क्या समय हुआ है? मुझे भूख लगी है,Hindi
ही पुस्तक खूप रंजक आहे,Marathi
अहं संस्कृतं पठामि,Sanskrit
वेळ किती वाजली आहे?,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
तुम कैसे हो?,Hindi
कृपया साहाय्यं कुरुत,Sanskrit
यह एक सुंदर दिन है तुम कैसे हो?,Hindi
तू कसा आहेस?,Marathi
कृपया साहाय्यं कुरुत कृपया साहाय्यं कुरुत,Sanskrit
कृपया साहाय्यं कुरुत कियद्वेला जाता?,Sanskrit
भारतः महान् देशः अस्ति,Sanskrit
मला भूक लागली आहे,Marathi
म नेपाली सिक्दैछु,Nepali
क्या समय हुआ है? मुझे भूख लगी है,Hindi
एषः सुंदरः दिवसः अस्ति अहं विद्यालयं गच्छामि,Sanskrit
यह पुस्तक बहुत रोचक है यह एक सुंदर दिन है,Hindi
यो एक सुन्दर दिन हो कति बजेको छ?,Nepali
कियद्वेला जाता?,Sanskrit
भारत एक महान देश आहे,Marathi
मम क्षुधा वर्तते,Sanskrit
मी बाजारात जात आहे,Marathi
कृपया माझी मदत करा,Marathi
कृपया साहाय्यं कुरुत,Sanskrit
म नेपाली सिक्दैछु म भोक लागेको छु,Nepali
म नेपाली सिक्दैछु,Nepali
एषः सुंदरः दिवसः अस्ति,Sanskrit
एषः सुंदरः दिवसः अस्ति भारतः महान् देशः अस्ति,Sanskrit
कृपया मलाई मद्दत गर,Nepali
कृपया मलाई मद्दत गर,Nepali
कति बजेको छ? भारत एक महान देश हो,Nepali
कृपया माझी मदत करा मी बाजारात जात आहे,Marathi
कति बजेको छ?,Nepali
कियद्वेला जाता?,Sanskrit
म बजार जाँदैछु,Nepali
भारत एक महान देश आहे,Marathi
क्या समय हुआ है? मैं हिंदी सीख रहा हूँ,Hindi
अहं संस्कृतं पठामि,Sanskrit
मुझे भूख लगी है,Hindi
यह पुस्तक बहुत रोचक है,Hindi
तू कसा आहेस?,Marathi
कृपया साहाय्यं कुरुत भारतः महान् देशः अस्ति,Sanskrit
कति बजेको छ?,Nepali
मी बाजारात जात आहे,Marathi
हवामान खूप छान आहे,Marathi
मुझे भूख लगी है मौसम बहुत अच्छा है,Hindi
ही पुस्तक खूप रंजक आहे,Marathi
यो एक सुन्दर दिन हो,Nepali
कियद्वेला जाता? मम क्षुधा वर्तते,Sanskrit
कति बजेको छ? यो एक सुन्दर दिन हो,Nepali
मौसम बहुत अच्छा है,Hindi
हा एक सुंदर दिवस आहे तू कसा आहेस?,Marathi
कृपया मलाई मद्दत गर मौसम धेरै राम्रो छ,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
भारतः महान् देशः अस्ति त्वं कथं असि?,Sanskrit
कृपया मेरी मदद करें,Hindi
यह एक सुंदर दिन है,Hindi
मौसम धेरै राम्रो छ,Nepali
तू कसा आहेस?,Marathi
मम क्षुधा वर्तते,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
एषः सुंदरः दिवसः अस्ति वातावरणं रमणीयं अस्ति,Sanskrit
हवामान खूप छान आहे,Marathi
म नेपाली सिक्दैछु,Nepali
कृपया मेरी मदद करें भारत एक महान देश है,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
भारत एक महान देश आहे,Marathi
तू कसा आहेस?,Marathi
कृपया मलाई मद्दत गर भारत एक महान देश हो,Nepali
कति बजेको छ? म बजार जाँदैछु,Nepali
भारत एक महान देश हो,Nepali
कृपया माझी मदत करा मी बाजारात जात आहे,Marathi
मुझे भूख लगी है,Hindi
भारत एक महान देश आहे,Marathi
कति बजेको छ?,Nepali
अहं संस्कृतं पठामि,Sanskrit
कृपया मलाई मद्दत गर,Nepali
म नेपाली सिक्दैछु,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
यह एक सुंदर दिन है,Hindi
भारत एक महान देश आहे ही पुस्तक खूप रंजक आहे,Marathi
म नेपाली सिक्दैछु,Nepali
यो पुस्तक धेरै रोचक छ यो एक सुन्दर दिन हो,Nepali
हा एक सुंदर दिवस आहे मला भूक लागली आहे,Marathi
तुम कैसे हो? भारत एक महान देश है,Hindi
हा एक सुंदर दिवस आहे,Marathi
एषः सुंदरः दिवसः अस्ति कृपया साहाय्यं कुरुत,Sanskrit
अहं संस्कृतं पठामि,Sanskrit
अहं विद्यालयं गच्छामि कृपया साहाय्यं कुरुत,Sanskrit
मम क्षुधा वर्तते,Sanskrit
अहं विद्यालयं गच्छामि मम क्षुधा वर्तते,Sanskrit
मौसम बहुत अच्छा है तुम कैसे हो?,Hindi
म भोक लागेको छु म नेपाली सिक्दैछु,Nepali
अहं संस्कृतं पठामि,Sanskrit
मौसम धेरै राम्रो छ,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
भारत एक महान देश आहे,Marathi
एषा पुस्तिका रोचकं अस्ति एषा पुस्तिका रोचकं अस्ति,Sanskrit
कृपया मलाई मद्दत गर,Nepali
क्या समय हुआ है?,Hindi
अहं संस्कृतं पठामि,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
कृपया साहाय्यं कुरुत,Sanskrit
कृपया मलाई मद्दत गर म भोक लागेको छु,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश हो कृपया मलाई मद्दत गर,Nepali
तू कसा आहेस?,Marathi
कृपया साहाय्यं कुरुत कृपया साहाय्यं कुरुत,Sanskrit
मला भूक लागली आहे वेळ किती वाजली आहे?,Marathi
अहं संस्कृतं पठामि,Sanskrit
तिमीलाई कस्तो छ?,Nepali
मौसम बहुत अच्छा है,Hindi
भारत एक महान देश हो,Nepali
म बजार जाँदैछु,Nepali
भारतः महान् देशः अस्ति,Sanskrit
मैं हिंदी सीख रहा हूँ मैं बाजार जा रहा हूँ,Hindi
अहं विद्यालयं गच्छामि,Sanskrit
कियद्वेला जाता?,Sanskrit
तू कसा आहेस?,Marathi
तुम कैसे हो? क्या समय हुआ है?,Hindi
यह एक सुंदर दिन है यह पुस्तक बहुत रोचक है,Hindi
म भोक लागेको छु म नेपाली सिक्दैछु,Nepali
भारत एक महान देश हो म भोक लागेको छु,Nepali
वेळ किती वाजली आहे?,Marathi
म बजार जाँदैछु,Nepali
एषा पुस्तिका रोचकं अस्ति एषः सुंदरः दिवसः अस्ति,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
वेळ किती वाजली आहे?,Marathi
मी मराठी शिकत आहे,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
भारतः महान् देशः अस्ति,Sanskrit
मैं हिंदी सीख रहा हूँ,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
अहं विद्यालयं गच्छामि,Sanskrit
ही पुस्तक खूप रंजक आहे,Marathi
भारतः महान् देशः अस्ति भारतः महान् देशः अस्ति,Sanskrit
कति बजेको छ? यो पुस्तक धेरै रोचक छ,Nepali
यह पुस्तक बहुत रोचक है,Hindi
ही पुस्तक खूप रंजक आहे मी बाजारात जात आहे,Marathi
भारत एक महान देश है,Hindi
यह पुस्तक बहुत रोचक है यह एक सुंदर दिन है,Hindi
यह एक सुंदर दिन है यह एक सुंदर दिन है,Hindi
कृपया माझी मदत करा,Marathi
भारत एक महान देश आहे मला भूक लागली आहे,Marathi
तू कसा आहेस? वेळ किती वाजली आहे?,Marathi
कृपया माझी मदत करा,Marathi
क्या समय हुआ है?,Hindi
वेळ किती वाजली आहे? वेळ किती वाजली आहे?,Marathi
त्वं कथं असि? मम क्षुधा वर्तते,Sanskrit
म बजार जाँदैछु,Nepali
त्वं कथं असि?,Sanskrit
भारत एक महान देश हो तिमीलाई कस्तो छ?,Nepali
क्या समय हुआ है?,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
मी बाजारात जात आहे,Marathi
तू कसा आहेस?,Marathi
म भोक लागेको छु,Nepali
भारतः महान् देशः अस्ति,Sanskrit
यह पुस्तक बहुत रोचक है,Hindi
मी बाजारात जात आहे,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
कृपया माझी मदत करा,Marathi
क्या समय हुआ है?,Hindi
अहं विद्यालयं गच्छामि कृपया साहाय्यं कुरुत,Sanskrit
तुम कैसे हो?,Hindi
मैं बाजार जा रहा हूँ,Hindi
वेळ किती वाजली आहे?,Marathi
म बजार जाँदैछु,Nepali
भारत एक महान देश आहे कृपया माझी मदत करा,Marathi
हा एक सुंदर दिवस आहे,Marathi
म बजार जाँदैछु,Nepali
मैं हिंदी सीख रहा हूँ,Hindi
यह पुस्तक बहुत रोचक है,Hindi
यह पुस्तक बहुत रोचक है,Hindi
मौसम बहुत अच्छा है क्या समय हुआ है?,Hindi
तिमीलाई कस्तो छ?,Nepali
मुझे भूख लगी है,Hindi
भारत एक महान देश है,Hindi
भारत एक महान देश हो म नेपाली सिक्दैछु,Nepali
मैं बाजार जा रहा हूँ यह एक सुंदर दिन है,Hindi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
क्या समय हुआ है?,Hindi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
यो पुस्तक धेरै रोचक छ,Nepali
मैं हिंदी सीख रहा हूँ मैं हिंदी सीख रहा हूँ,Hindi
तुम कैसे हो?,Hindi
भारत एक महान देश है,Hindi
मुझे भूख लगी है,Hindi
तिमीलाई कस्तो छ? म नेपाली सिक्दैछु,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
म नेपाली सिक्दैछु म भोक लागेको छु,Nepali
भारत एक महान देश हो,Nepali
मी बाजारात जात आहे हवामान खूप छान आहे,Marathi
भारत एक महान देश आहे,Marathi
मी मराठी शिकत आहे,Marathi
म बजार जाँदैछु,Nepali
कृपया माझी मदत करा तू कसा आहेस?,Marathi
मला भूक लागली आहे,Marathi
अहं विद्यालयं गच्छामि,Sanskrit
कृपया साहाय्यं कुरुत,Sanskrit
मुझे भूख लगी है मैं बाजार जा रहा हूँ,Hindi
मौसम धेरै राम्रो छ यो पुस्तक धेरै रोचक छ,Nepali
तुम कैसे हो?,Hindi
यो पुस्तक धेरै रोचक छ कति बजेको छ?,Nepali
मला भूक लागली आहे,Marathi
भारत एक महान देश आहे,Marathi
यो एक सुन्दर दिन हो,Nepali
हा एक सुंदर दिवस आहे,Marathi
तू कसा आहेस?,Marathi
मैं हिंदी सीख रहा हूँ,Hindi
कृपया माझी मदत करा,Marathi
अहं संस्कृतं पठामि,Sanskrit
हवामान खूप छान आहे कृपया माझी मदत करा,Marathi
भारत एक महान देश आहे तू कसा आहेस?,Marathi
यह पुस्तक बहुत रोचक है,Hindi
म नेपाली सिक्दैछु,Nepali
मी मराठी शिकत आहे,Marathi
कृपया साहाय्यं कुरुत,Sanskrit
मौसम बहुत अच्छा है मुझे भूख लगी है,Hindi
म भोक लागेको छु,Nepali
कियद्वेला जाता?,Sanskrit
मी बाजारात जात आहे,Marathi
त्वं कथं असि?,Sanskrit
भारत एक महान देश आहे,Marathi
भारतः महान् देशः अस्ति कृपया साहाय्यं कुरुत,Sanskrit
कियद्वेला जाता?,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
मम क्षुधा वर्तते,Sanskrit
ही पुस्तक खूप रंजक आहे,Marathi
कृपया मलाई मद्दत गर,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
वेळ किती वाजली आहे?,Marathi
वातावरणं रमणीयं अस्ति त्वं कथं असि?,Sanskrit
भारत एक महान देश है,Hindi
क्या समय हुआ है?,Hindi
भारतः महान् देशः अस्ति,Sanskrit
कृपया मेरी मदद करें मुझे भूख लगी है,Hindi
भारत एक महान देश है भारत एक महान देश है,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
हा एक सुंदर दिवस आहे मी बाजारात जात आहे,Marathi
तुम कैसे हो?,Hindi
भारतः महान् देशः अस्ति,Sanskrit
ही पुस्तक खूप रंजक आहे,Marathi
यह एक सुंदर दिन है मैं हिंदी सीख रहा हूँ,Hindi
कियद्वेला जाता?,Sanskrit
कृपया माझी मदत करा,Marathi
क्या समय हुआ है? कृपया मेरी मदद करें,Hindi
वेळ किती वाजली आहे? कृपया माझी मदत करा,Marathi
भारत एक महान देश है,Hindi
यो पुस्तक धेरै रोचक छ कति बजेको छ?,Nepali
भारत एक महान देश हो,Nepali
मौसम बहुत अच्छा है,Hindi
तू कसा आहेस?,Marathi
मुझे भूख लगी है तुम कैसे हो?,Hindi
तिमीलाई कस्तो छ?,Nepali
हवामान खूप छान आहे,Marathi
कृपया मलाई मद्दत गर,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
तुम कैसे हो?,Hindi
तिमीलाई कस्तो छ?,Nepali
यह एक सुंदर दिन है,Hindi
कति बजेको छ?,Nepali
त्वं कथं असि?,Sanskrit
त्वं कथं असि?,Sanskrit
कृपया माझी मदत करा वेळ किती वाजली आहे?,Marathi
क्या समय हुआ है?,Hindi
म नेपाली सिक्दैछु,Nepali
भारतः महान् देशः अस्ति,Sanskrit
म नेपाली सिक्दैछु,Nepali
मी मराठी शिकत आहे तू कसा आहेस?,Marathi
हवामान खूप छान आहे,Marathi
अहं विद्यालयं गच्छामि,Sanskrit
कृपया मेरी मदद करें यह एक सुंदर दिन है,Hindi
त्वं कथं असि? अहं विद्यालयं गच्छामि,Sanskrit
मम क्षुधा वर्तते एषः सुंदरः दिवसः अस्ति,Sanskrit
म भोक लागेको छु,Nepali
मी बाजारात जात आहे,Marathi
ही पुस्तक खूप रंजक आहे,Marathi
यो एक सुन्दर दिन हो,Nepali
त्वं कथं असि?,Sanskrit
वेळ किती वाजली आहे?,Marathi
म बजार जाँदैछु,Nepali
मम क्षुधा वर्तते,Sanskrit
मुझे भूख लगी है,Hindi
मला भूक लागली आहे वेळ किती वाजली आहे?,Marathi
वेळ किती वाजली आहे?,Marathi
कृपया मेरी मदद करें भारत एक महान देश है,Hindi
मला भूक लागली आहे मी बाजारात जात आहे,Marathi
हा एक सुंदर दिवस आहे,Marathi
वातावरणं रमणीयं अस्ति,Sanskrit
मी मराठी शिकत आहे,Marathi
कियद्वेला जाता? अहं संस्कृतं पठामि,Sanskrit
यह एक सुंदर दिन है,Hindi
मला भूक लागली आहे हा एक सुंदर दिवस आहे,Marathi
मौसम धेरै राम्रो छ,Nepali
म बजार जाँदैछु कति बजेको छ?,Nepali
मौसम धेरै राम्रो छ म नेपाली सिक्दैछु,Nepali
ही पुस्तक खूप रंजक आहे,Marathi
भारत एक महान देश आहे,Marathi
यो पुस्तक धेरै रोचक छ म नेपाली सिक्दैछु,Nepali
मौसम धेरै राम्रो छ,Nepali
भारत एक महान देश हो,Nepali
मी बाजारात जात आहे,Marathi
अहं संस्कृतं पठामि कियद्वेला जाता?,Sanskrit
मम क्षुधा वर्तते वातावरणं रमणीयं अस्ति,Sanskrit
तुम कैसे हो?,Hindi
अहं विद्यालयं गच्छामि मम क्षुधा वर्तते,Sanskrit
मी मराठी शिकत आहे,Marathi
कृपया माझी मदत करा,Marathi
भारत एक महान देश हो म नेपाली सिक्दैछु,Nepali
अहं विद्यालयं गच्छामि,Sanskrit
अहं विद्यालयं गच्छामि,Sanskrit
मी मराठी शिकत आहे भारत एक महान देश आहे,Marathi
हा एक सुंदर दिवस आहे,Marathi
मैं हिंदी सीख रहा हूँ,Hindi
त्वं कथं असि?,Sanskrit
मला भूक लागली आहे,Marathi
त्वं कथं असि? मम क्षुधा वर्तते,Sanskrit
हा एक सुंदर दिवस आहे,Marathi
मुझे भूख लगी है मौसम बहुत अच्छा है,Hindi
मी मराठी शिकत आहे हवामान खूप छान आहे,Marathi
मला भूक लागली आहे कृपया माझी मदत करा,Marathi
मला भूक लागली आहे वेळ किती वाजली आहे?,Marathi
कृपया माझी मदत करा,Marathi
कृपया माझी मदत करा,Marathi
मला भूक लागली आहे हा एक सुंदर दिवस आहे,Marathi
कृपया साहाय्यं कुरुत,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
अहं विद्यालयं गच्छामि,Sanskrit
कृपया माझी मदत करा,Marathi
यह पुस्तक बहुत रोचक है मैं बाजार जा रहा हूँ,Hindi
मला भूक लागली आहे मी बाजारात जात आहे,Marathi
मला भूक लागली आहे मला भूक लागली आहे,Marathi
मुझे भूख लगी है मैं बाजार जा रहा हूँ,Hindi
मी मराठी शिकत आहे,Marathi
अहं विद्यालयं गच्छामि कृपया साहाय्यं कुरुत,Sanskrit
मैं बाजार जा रहा हूँ,Hindi
कृपया मेरी मदद करें यह एक सुंदर दिन है,Hindi
यो एक सुन्दर दिन हो मौसम धेरै राम्रो छ,Nepali
तिमीलाई कस्तो छ? म नेपाली सिक्दैछु,Nepali
मी बाजारात जात आहे वेळ किती वाजली आहे?,Marathi
क्या समय हुआ है?,Hindi
मौसम बहुत अच्छा है मौसम बहुत अच्छा है,Hindi
म बजार जाँदैछु,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
कियद्वेला जाता? अहं विद्यालयं गच्छामि,Sanskrit
भारतः महान् देशः अस्ति,Sanskrit
मौसम बहुत अच्छा है तुम कैसे हो?,Hindi
भारत एक महान देश आहे,Marathi
मुझे भूख लगी है,Hindi
तिमीलाई कस्तो छ? कति बजेको छ?,Nepali
क्या समय हुआ है?,Hindi
मम क्षुधा वर्तते कृपया साहाय्यं कुरुत,Sanskrit
वेळ किती वाजली आहे?,Marathi
हा एक सुंदर दिवस आहे,Marathi
भारत एक महान देश आहे मी बाजारात जात आहे,Marathi
म नेपाली सिक्दैछु,Nepali
ही पुस्तक खूप रंजक आहे,Marathi
मला भूक लागली आहे,Marathi
कृपया मलाई मद्दत गर,Nepali
कृपया मलाई मद्दत गर,Nepali
भारत एक महान देश हो कृपया मलाई मद्दत गर,Nepali
मी मराठी शिकत आहे,Marathi
मला भूक लागली आहे,Marathi
त्वं कथं असि?,Sanskrit
तू कसा आहेस? मी मराठी शिकत आहे,Marathi
हा एक सुंदर दिवस आहे,Marathi
यो पुस्तक धेरै रोचक छ,Nepali
अहं विद्यालयं गच्छामि,Sanskrit
हा एक सुंदर दिवस आहे भारत एक महान देश आहे,Marathi
म बजार जाँदैछु,Nepali
यो पुस्तक धेरै रोचक छ,Nepali
वातावरणं रमणीयं अस्ति,Sanskrit
भारत एक महान देश आहे भारत एक महान देश आहे,Marathi
यो एक सुन्दर दिन हो म नेपाली सिक्दैछु,Nepali
अहं संस्कृतं पठामि,Sanskrit
म नेपाली सिक्दैछु तिमीलाई कस्तो छ?,Nepali
मुझे भूख लगी है,Hindi
म नेपाली सिक्दैछु,Nepali
मुझे भूख लगी है,Hindi
त्वं कथं असि? कियद्वेला जाता?,Sanskrit
मौसम बहुत अच्छा है,Hindi
यह एक सुंदर दिन है,Hindi
तिमीलाई कस्तो छ?,Nepali
अहं संस्कृतं पठामि,Sanskrit
यो एक सुन्दर दिन हो,Nepali
कृपया साहाय्यं कुरुत,Sanskrit
कृपया मेरी मदद करें,Hindi
मुझे भूख लगी है मुझे भूख लगी है,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
तू कसा आहेस?,Marathi
यह एक सुंदर दिन है,Hindi
हा एक सुंदर दिवस आहे कृपया माझी मदत करा,Marathi
मैं हिंदी सीख रहा हूँ यह एक सुंदर दिन है,Hindi
म भोक लागेको छु,Nepali
मला भूक लागली आहे,Marathi
हा एक सुंदर दिवस आहे,Marathi
एषा पुस्तिका रोचकं अस्ति भारतः महान् देशः अस्ति,Sanskrit
म बजार जाँदैछु,Nepali
क्या समय हुआ है?,Hindi
भारतः महान् देशः अस्ति त्वं कथं असि?,Sanskrit
यह एक सुंदर दिन है,Hindi
यह एक सुंदर दिन है,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
हा एक सुंदर दिवस आहे मी बाजारात जात आहे,Marathi
एषः सुंदरः दिवसः अस्ति,Sanskrit
भारत एक महान देश है मैं बाजार जा रहा हूँ,Hindi
म बजार जाँदैछु यो पुस्तक धेरै रोचक छ,Nepali
यो पुस्तक धेरै रोचक छ,Nepali
तिमीलाई कस्तो छ?,Nepali
यो एक सुन्दर दिन हो म बजार जाँदैछु,Nepali
कृपया माझी मदत करा कृपया माझी मदत करा,Marathi
कति बजेको छ?,Nepali
मौसम बहुत अच्छा है भारत एक महान देश है,Hindi
मी मराठी शिकत आहे हवामान खूप छान आहे,Marathi
एषः सुंदरः दिवसः अस्ति,Sanskrit
अहं संस्कृतं पठामि,Sanskrit
यो एक सुन्दर दिन हो मौसम धेरै राम्रो छ,Nepali
भारतः महान् देशः अस्ति भारतः महान् देशः अस्ति,Sanskrit
भारतः महान् देशः अस्ति अहं संस्कृतं पठामि,Sanskrit
मौसम धेरै राम्रो छ,Nepali
मुझे भूख लगी है,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
तिमीलाई कस्तो छ?,Nepali
यह एक सुंदर दिन है,Hindi
अहं विद्यालयं गच्छामि,Sanskrit
म भोक लागेको छु,Nepali
यह पुस्तक बहुत रोचक है भारत एक महान देश है,Hindi
मौसम धेरै राम्रो छ,Nepali
यो पुस्तक धेरै रोचक छ,Nepali
म भोक लागेको छु,Nepali
यह एक सुंदर दिन है तुम कैसे हो?,Hindi
मुझे भूख लगी है,Hindi
कृपया मलाई मद्दत गर,Nepali
कृपया माझी मदत करा,Marathi
भारत एक महान देश हो कति बजेको छ?,Nepali
कृपया मेरी मदद करें,Hindi
भारतः महान् देशः अस्ति,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
कृपया माझी मदत करा,Marathi
मौसम बहुत अच्छा है,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
मौसम बहुत अच्छा है तुम कैसे हो?,Hindi
ही पुस्तक खूप रंजक आहे,Marathi
भारत एक महान देश आहे,Marathi
कृपया मेरी मदद करें मैं बाजार जा रहा हूँ,Hindi
तू कसा आहेस?,Marathi
यह पुस्तक बहुत रोचक है,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
मी मराठी शिकत आहे,Marathi
म बजार जाँदैछु,Nepali
तिमीलाई कस्तो छ? यो एक सुन्दर दिन हो,Nepali
भारत एक महान देश हो,Nepali
हवामान खूप छान आहे,Marathi
यो एक सुन्दर दिन हो,Nepali
यह पुस्तक बहुत रोचक है,Hindi
यह पुस्तक बहुत रोचक है मौसम बहुत अच्छा है,Hindi
मी बाजारात जात आहे,Marathi
मौसम बहुत अच्छा है,Hindi
यो पुस्तक धेरै रोचक छ,Nepali
भारतः महान् देशः अस्ति कियद्वेला जाता?,Sanskrit
तुम कैसे हो?,Hindi
मौसम धेरै राम्रो छ भारत एक महान देश हो,Nepali
क्या समय हुआ है?,Hindi
मी बाजारात जात आहे,Marathi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
कृपया साहाय्यं कुरुत,Sanskrit
त्वं कथं असि?,Sanskrit
भारत एक महान देश है यह एक सुंदर दिन है,Hindi
यह पुस्तक बहुत रोचक है मैं हिंदी सीख रहा हूँ,Hindi
तुम कैसे हो? मुझे भूख लगी है,Hindi
तिमीलाई कस्तो छ?,Nepali
मम क्षुधा वर्तते,Sanskrit
क्या समय हुआ है?,Hindi
एषः सुंदरः दिवसः अस्ति,Sanskrit
हवामान खूप छान आहे,Marathi
मी बाजारात जात आहे,Marathi
कृपया मलाई मद्दत गर,Nepali
मला भूक लागली आहे तू कसा आहेस?,Marathi
मी बाजारात जात आहे,Marathi
यह एक सुंदर दिन है क्या समय हुआ है?,Hindi
म भोक लागेको छु,Nepali
म बजार जाँदैछु कति बजेको छ?,Nepali
भारत एक महान देश है,Hindi
कियद्वेला जाता?,Sanskrit
भारत एक महान देश आहे भारत एक महान देश आहे,Marathi
भारत एक महान देश है तुम कैसे हो?,Hindi
हवामान खूप छान आहे,Marathi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
कृपया मेरी मदद करें,Hindi
अहं संस्कृतं पठामि,Sanskrit
कृपया साहाय्यं कुरुत भारतः महान् देशः अस्ति,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
यो पुस्तक धेरै रोचक छ,Nepali
भारत एक महान देश आहे,Marathi
अहं विद्यालयं गच्छामि,Sanskrit
कति बजेको छ?,Nepali
कृपया मेरी मदद करें,Hindi
मैं हिंदी सीख रहा हूँ,Hindi
हा एक सुंदर दिवस आहे,Marathi
म भोक लागेको छु,Nepali
यो एक सुन्दर दिन हो,Nepali
कियद्वेला जाता? अहं विद्यालयं गच्छामि,Sanskrit
ही पुस्तक खूप रंजक आहे,Marathi
मौसम बहुत अच्छा है,Hindi
कियद्वेला जाता?,Sanskrit
मौसम धेरै राम्रो छ कति बजेको छ?,Nepali
भारत एक महान देश आहे,Marathi
भारत एक महान देश आहे,Marathi
म नेपाली सिक्दैछु,Nepali
भारत एक महान देश है मैं हिंदी सीख रहा हूँ,Hindi
तू कसा आहेस?,Marathi
क्या समय हुआ है?,Hindi
मैं हिंदी सीख रहा हूँ,Hindi
भारत एक महान देश है,Hindi
मी बाजारात जात आहे,Marathi
मी बाजारात जात आहे,Marathi
भारत एक महान देश आहे,Marathi
यह पुस्तक बहुत रोचक है,Hindi
भारत एक महान देश है,Hindi
हा एक सुंदर दिवस आहे,Marathi
मी मराठी शिकत आहे,Marathi
भारत एक महान देश है मौसम बहुत अच्छा है,Hindi
मी बाजारात जात आहे तू कसा आहेस?,Marathi
तू कसा आहेस?,Marathi
भारत एक महान देश है मुझे भूख लगी है,Hindi
भारत एक महान देश है,Hindi
मैं बाजार जा रहा हूँ,Hindi
भारत एक महान देश है मुझे भूख लगी है,Hindi
वातावरणं रमणीयं अस्ति,Sanskrit
हा एक सुंदर दिवस आहे,Marathi
वेळ किती वाजली आहे?,Marathi
यह एक सुंदर दिन है,Hindi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
भारत एक महान देश हो,Nepali
म बजार जाँदैछु,Nepali
मुझे भूख लगी है क्या समय हुआ है?,Hindi
तुम कैसे हो?,Hindi
भारत एक महान देश आहे मी मराठी शिकत आहे,Marathi
भारत एक महान देश हो,Nepali
अहं संस्कृतं पठामि,Sanskrit
कृपया मलाई मद्दत गर,Nepali
यह एक सुंदर दिन है,Hindi
ही पुस्तक खूप रंजक आहे,Marathi
एषा पुस्तिका रोचकं अस्ति,Sanskrit
भारत एक महान देश आहे,Marathi
मैं हिंदी सीख रहा हूँ,Hindi
भारत एक महान देश हो,Nepali
मम क्षुधा वर्तते कियद्वेला जाता?,Sanskrit
तुम कैसे हो?,Hindi
अहं विद्यालयं गच्छामि,Sanskrit
मैं बाजार जा रहा हूँ मैं बाजार जा रहा हूँ,Hindi
त्वं कथं असि? मम क्षुधा वर्तते,Sanskrit
कियद्वेला जाता? अहं संस्कृतं पठामि,Sanskrit
त्वं कथं असि?,Sanskrit
वातावरणं रमणीयं अस्ति,Sanskrit
